Respondent ID,Collector ID,Start Date,End Date,IP Address,Program Country:,Program Duration:,Other (please specify),Program Start Month,Program Start Year:,"If we use quotes from you, may we use your name in addition to your program?",I would describe myself as:Resourceful,I would describe myself as:Patient,I would describe myself as:Culturally Competent,I would describe myself as:Adaptable,I would describe myself as:Emotionally Intelligent,I would describe myself as:Resilient,"What have your biggest accomplishments been, both professionally and personally? ",What has been your greatest frustration or disappointment? What could have made it less so?,What things do you wish you had brought?,What things do you wish you had NOT brought?,What do you wish you had known about this country (e.g. living and working here) that you did not know before coming?,How has your experience thus far compared to your initial expectations?,Please comment on how your experience has compared to your initial expectations.,I feel safe in my home.,I feel safe in my community.,"I feel integrated into my community, increasing my sense of safety.",I feel welcome as a foreigner in my community.,"I have friends, host family members, colleagues, or community members who would help protect me in an emergency situation.",The coverage of health and safety issues at Orientation was sufficient.,"I have an understanding of what to do in various emergency situations, as laid out in the Emergency Action Plan.",I always inform the Field Director of my travel plans when I go off-site.,I generally feel safe in my country.,Please comment on any of the above.,I have a copy of the Emergency Action Plan:,I know who to call (and who will call me) in an emergency:,"Please comment in regards to safety in country (e.g. what could be improved, suggestions, etc.):",I received quality medical care.,The medical facilities were sanitary.,I could communicate with the medical staff adequately.,I received quality service & support from the WorldTeach insurance.,Please comment on any of the above.,My students are interested in learning in my class,I feel appreciated for my teaching,My local language skills are adequate for my teaching placement,My teaching skills are adequate for my teaching placement,"Please comment on any of the above,.",My school supplied me with a Teacher Guide or Textbook,The Internet,Professional Learning Communities (PLCs),Teacher Quality Coordinator,Volunteer Resource Manual,WorldTeachNet,Professional Learning Communities (PLCs) are useful to me,The Five Step Lesson Plan Template is useful to me,The Data Analysis Tool is useful to me,The Professional Development Modules (Scholarly Articles) are useful to me,WorldTeachNet is useful to me,The Teacher Quality Coordinator is useful to me,The Director of Education Office Hours are useful to me,I am satisfied in the Educational Support I have access to from WorldTeach,In what ways could the WorldTeach Office of Education provide you with stronger teacher support?,My experience living with my host family is positive.,I feel like a member of my family.,I participate in family activities.,I enjoy the food served by my family.,I would recommend my family for another volunteer.,Please comment on any of the above.,Are there any problems with your host family/living situation and/or unusual circumstances we should know about?,How necessary is competence in the local language for living at your site?,The staff member:Is accessible and eager to help.,The staff member:Responds promptly to requests for help.,The staff member:Anticipates needs of volunteers.,"The staff member:Follows through on administrative, site, or housing issues.",The staff member:Keeps volunteers informed of changes and relevant information.,Has the Field Director conducted a site visit with you yet?,The site visit was useful to me.,The Field Director made me feel comfortable and supported.,The Field Director gave me useful and professional suggestions.
5484057018,98690480,1/30/2018 11:18,1/31/2018 15:03,201.218.11.43,Ecuador,Yearlong,,September,2017,Name and Program,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,My biggest accomplishment professionally has been receiving my evaluations at the end of the cycle and hearing so much positive reinforcement that came from my students. It was my first time teaching ever so it meant a lot!     My biggest accomplishment personally has been being able to navigate the country and travel everywhere without problems. ,"My greatest frustration has been the confusion for emergency situations. After orientation I didn´t feel prepared on how to handle earthquakes, druggings, theft, etc. I think that could have been gone over way more in orientation! Especially in the first couple of days! I know everyone was confused and we were walking around totally oblivious. ",More shoes! ,So many meds! They have almost everything here so you don´t need to drag it all from the states. ,"I wish I had had a better idea of the prices for things here. Food and health things are so cheap but clothes, shoes, and other products are expensive. That could have influenced my packing! ",My experience meets my initial expectations,I think the only thing that falls short is my lack of being around Spanish. Because I´m in Quito working at an English school with almost all native speakers it is hard to get out of English. My host family mostly speaks to me in English as well. I have to work really hard to seek out Spanish which was not what I was expecting. ,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,,Yes,Yes,,Agree,Agree,Agree,N/A,,Neutral,Agree,Agree,Neutral,In the beginning my teaching skills were absolutely not adequate for my level but now after I have studied and learned the material I feel more comfortable,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,,Neutral,Neutral,Disagree,Agree,Agree,,The only thing that is a little alarming is our security. We only have a gate lock and that is it. The door to our house is almost always unlocked. We are in a very safe neighborhood so overall I feel safe but there isn´t much security. ,You can get by living in Quito with minimal Spanish. ,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree
5483780574,98690480,1/29/2018 19:30,1/29/2018 19:43,186.47.136.149,Ecuador,Yearlong,,September,2017,Name and Program,Agree,Agree,Agree,Agree,Agree,Agree,"I am teaching kids so my biggest accomplishment thus far has been working with kids who have a beginner level of English. I had nearly 90% of my first cycle students pass the class. Personally, I am learning Spanish and feeling more confident about using it. Additionally, this is the longest and farthest that I’ve ever been away from home so I am proud of myself for that.",My greatest frustration is my current class. I am now teaching Teens Beginner 2 which is a level lower than last cycle. I am using an adult book even though my “teens” are only 10-12. This has been very difficult and frustrating. It would be less frustrating if we were given the kids book to work with because there are more pictures and the material is more engaging for this age group.,"Lint roller, Reece’s (and other American candy), protein bars, computer",N/a,"One thing that I didn’t know is that it is a very passive country. If you are not doing something correctly, you will not be told until it is too late to do it differently. Additionally, the people here at work tend to assume that I already know how to do all of this and expect us to ask a lot of questions which I did not know prior to teaching. Family and relationships are very important here. People usually run about 10 minutes behind schedule. ",My experience meets my initial expectations,"I initially expected to be teaching adults with a proficient level of English and that has not happened yet. That being said, I enjoy being challenged and it is happening right now.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Yes,Yes,It would have been nice to do the emergency action plan worksheets during orientation because I am not sure if I did it correctly. ,Agree,Agree,Agree,Agree,,Neutral,Neutral,Disagree,Disagree,I was given teens beginner 2 English and have no experience with this age group or ESL at a beginner level.,Agree,Agree,Agree,Agree,N/A,N/A,Disagree,Disagree,Neutral,Neutral,N/A,N/A,N/A,Neutral,,Agree,Agree,Agree,Agree,Agree,,Our host mother’s brother lives with us and comes home drunk frequently. He also stares for long periods of time every so often and will occasionally take pictures of us which is a bit uncomfortable.,Necessary. My Spanish is pretty poor but my host mother and family does not speak any English so if you want to communicate at all you have to be able to speak spanish. ,Agree,Agree,Agree,,Agree,Yes,Agree,Agree,Agree
5483758223,98690480,1/29/2018 17:43,1/29/2018 19:20,190.152.201.202,Ecuador,Yearlong,,September,2017,Name and Program,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Going from that first day of being told I was doing everything wrong to getting compliments on my teaching and my growth in Ecuador in general from students and teachers.,Students treat as a friend or a peer and not their teacher. Not sure how it started. Don't know if it was me being too nice or too lenient but next time I will remember there is a difference between being nice and friendly vs being friends.,MORE BUG REPELLENT! Memory cards on memory cards (or external hardrive) for saving all the picture I've taken. ,Less clothes. No need to bring your whole wardrobe.,It's VERY traditional and reserved. Depending on what part of the country you're in is how much you will notice it. Makes it harder to date as well as other things. It also makes it hard for them to see any other side of things when they are so set in their own ways.,My experience meets my initial expectations,"I thought by the end of the year I might have a full life here. Ecuadorian and foreign friends, a significant other, my job, my go-to places in the city, etc. While that is happening, it is happening VERY slowly. And teaching isn't everything I expected. It's a lot harder and more overwhelming than I had thought intially.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,,Yes,Yes,"I have been pic-pocketed twice and had friends robbed at gunpoint but that hasn't deterred me from experiencing this country. While those were negative experiences, they are part of THE experience. Just need to take normal precautions",N/A,N/A,N/A,N/A,,Disagree,Neutral,Agree,Neutral,,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,"Just a longer orientation for future cohorts, and maybe some experienced teachers who live in Ecuador or have been abroad as EFL/ESL teachers.",Agree,Neutral,Agree,Agree,Agree,I love my host family but am thinking of moving out into my own space just for a little extra privacy but plan on visiting the host family weekly or possibly daily if I choose to move out.,"No, everything is all good.",I would say someone who doesn't know ANY Spanish would not thrive in Ibarra as it is not a big tourist place. It is very much local and traditional. I would say someone with a high basic or low intermediate at the minimum.,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Yes,Agree,Strongly Agree,Strongly Agree
5483748215,98690480,1/29/2018 17:06,1/29/2018 17:06,181.39.225.36,Ecuador,Yearlong,,September,2017,Name and Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5483734104,98690480,1/29/2018 16:13,1/29/2018 16:44,190.63.2.18,Ecuador,Yearlong,,September,2017,Name and Program,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,"Some of my biggest accomplishments include, joinging an Ecuadorian soccer team, finding a religious group of friends, and hiking the Quilotoa Loop!  Professionally I have accomplished many things, including, learning how to lesson plan, adapting to constantly changing work environments, and growing relationships with students. I am also proud of how I have been able to attend training sessions, grow my resume.  And as a recent college graduate, gain professional experience in general.",My greatest frustration is feeling unsafe. I wanted the independence to feel like I could go out on my own on adventures and just to find new coffee shops. I have been disappointed to not feel the safety to be as dependent as I´d like. I tried and was sorely mistaken and it has out a damper on the overall experience. I could have confronted this in any country/city though.  I was also very disppointed to learn that I am volunteering to teach students who are extremely well-off. They have more than enough money to afford me as a regularly paid teacher. I thought I would be helping communities in more need economically.,I wish was under the impresison that having my laptop would be a burden and unsafe. So I only brought a tablet and this has proved to make my lesson planning and creating necessary documents difficult and more time consuming. I wish I felt more sure to bring my laptop.,"I brought more jackets and sweaters than necessary. I use jackets, but I didn´t need so many.","I wish I had known how bad the communication, puncuality, and pollution would be. I have never lived in a city before, so this plays into it, but I expected more dirt from a dirt road and not just trash because people don´t care and just throw it.",My experience meets my initial expectations,"I got lucky to be placed with another volunteer that I really get along with. We motivate each other to branch out and try more Spanish, make friends, and travel. I think I initially expected to feel more connected to the community because I was being invited in. We have had to work really hard to feel part of the community, though we´ve met amazing and welcoming people. I expected a smaller town feel and an easier time connecting.",Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,I feel unsafe because I was attacked during the day near my home and I therefore I have lost a sense of saftey and am always on edge.,Yes,No,The emergency action plan was difficult to understand how to fill out and I don´t think field staff actually looked at it because I made a comment asking for help and there has been no response. Host families should be required to help volunteers learn the bus system.,Agree,Neutral,Neutral,N/A,My host family took me to a fmaily friend when I was ill.,Agree,Agree,Agree,Agree,There is little to know regulation of my teaching or teaching progress.,Agree,Agree,Disagree,Neutral,Neutral,N/A,Neutral,Disagree,N/A,N/A,N/A,N/A,N/A,Agree,Try to have access to the books and types of books used in our institutions as early as possible so we can look at them as we learn how to teach during orientation.,Agree,Agree,Agree,Agree,Agree,"Great people, great home, lovely experience.",N/A,"It´s possible to get by with very little language skills, but Ambato as a city requires more Spanish, but basic Spanish can get by.",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Neutral,Agree,Strongly Agree
5483718221,98690480,1/29/2018 15:20,1/29/2018 15:38,190.131.147.135,Ecuador,Yearlong,,September,2017,Program only,Agree,Agree,Agree,Agree,Agree,Agree,"Marriage, 3 amazing children, successful lecturing career, examiner for RHS ( prestigious), written 4 books and major publishers published them. Successful jazz journalist, ran jazz festival. ","Feeling isolated as an older volunteer. More discussion with others, I am a little sad that we are simply alternative teachers for the institution it seems rather than doing a role for which WT would be classed as genuinely improving things for students. Yet I can see how some of what we do is important. My frustration is the admin repetition but Ithink this is Ecuador and I am learning to live with it. I thought we would make more of a difference to the institutions we are working at. I expected support form other teachers but they are quite cynical about WT, which is sad as most of the volunteers are genuine people wanting to work hard to make a difference.. .  ",toiletries,,"Lack of personal space, noise, pollution, fees for being sick at the university, money grabbing ways, noise in host home. Teaching ethics, orientation detail.  ",My experience falls short of my initial expectations,"I expected a lot more training by qualified teachers, I expected the necessary need for grammar to be clear before hand, I expected things such as paying when we are genuinely sick to be made clear before we arrived. ",Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,,Yes,Yes,,N/A,N/A,N/A,N/A,,Agree,Neutral,Agree,Agree,,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Pre-departure information of the grammar required. We are not English teachers so some indication of gframmar levels should have been given.,Neutral,Disagree,Disagree,Agree,Neutral,"Host Moms in Quito run hosting more as a business consortium, hosting volunteers from different organisations so sometimes we are surprised by other volunteers appearing for short periods or a few weeks. ","Not really, we have had a few teething problems such as money expected early or more than agreed with WT but these issues have been resolved.",SOme is needed.,Agree,Agree,Neutral,Agree,Strongly Agree,Yes,Neutral,Agree,Neutral
5483711676,98690480,1/29/2018 15:02,1/29/2018 15:13,190.131.156.66,Ecuador,Yearlong,,September,2017,Name and Program,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Gaining confidence in myself by being able to navigate new situations," I don’t have one grand frustration, but there is a constant pressure to improve in cultural competency, language ability, and professionality. Any frustration0 regarding these things can lead to growth, depending on how I deal.",Better shoes and mucinex,n/a — it is important to use what i have,"I wish I had known that bureaucratic processes would be frustratingly slow, but even if you’re told that, I guess you can’t really know until you experience it and have to deal.",My experience exceeds my initial expectations,I’m not sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"One has to take safety precautions, maybe more than expected",No,Yes,,N/A,N/A,N/A,N/A,,Agree,Agree,Agree,Agree,"I feel blessed to have been placed as a teacher of “Superior Writing,” because the level allows for much creativity.",N/A,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,More training directes towards teacher personality typea,Agree,Agree,Agree,Agree,Agree,The Cedeño-Luengo family is expert at hosting.,,"Necessary — beginners and even intermediate speakers might struggle, especially if uncomfortable with venturing out of their comfort zones",Agree,Agree,Agree,Agree,Agree,Yes,Agree,Neutral,Agree
5483700030,98690480,1/29/2018 14:31,1/29/2018 14:53,201.218.11.43,Ecuador,Yearlong,,September,2017,Name and Program,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"World Teach Ecuador has allowed me to truly discover myself.  It has pushed me to face my fears, overcome challanges, and become the successful teacher I am today. ",Getting robbed at gunpoint. There is not much anyone could do or say to make such an event less dissapointing.  ,More common cold medicine/ face sunscreen (non oil kind),"a lot of casual clothes, for the people of ecuador dress very nicely.","How amazing and magical of a place it truly is. Beauty is in the eye of the beholder, but Ecuador truly offers something for all.  ",My experience exceeds my initial expectations,"Ecuador has opened so many windows for my future.  Quito is an amazing city in which one can develop their professional skills along with adapting to such a culturally rich society.  In addition, the students and staff you work with truly make the difference. ",Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Living in a large city has challenges such as not being able to acclimate or integrate within your community. (City mentality),Yes,Yes,"I would have a tour be a part of the initial orientation showing sectors that are not safe to walk through/ travel alone in. In addition, they need to stress about how unsafe it is at night no matter where you are/ no matter how close to home you are.  Ecuadorian will even tell you that ""no one is safe.""",Agree,Agree,Agree,N/A,,Agree,Agree,Agree,Agree,,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,,Disagree,Neutral,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,"The Huaca/ Delgado family was incredible, as I had zero problems with them and they helped me through many troubling times.",N/A,To thrive and be happy I feel that it is very necessary to know the local language.  It´s ignorant to say that people must speak English with you when you travel and live in their country.  ,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree
5483681254,98690480,1/29/2018 13:44,1/29/2018 15:11,181.196.55.40,Ecuador,Yearlong,,September,2017,Name and Program,Agree,Strongly Agree,Agree,Agree,Agree,Agree,"Professional     One thing that stands out is my experience so far teaching grammar. I’ve always felt confident in my ability to use English grammar correctly, but I was unsure as to what it would be like to teach it. It was more difficult than I thought it would be. So an important accomplishment for me has been realizing the extent to which I still need to learn about grammar in order to be able to teach it well. I think I am making progress.        Personal    I am really happy with the relationships I’ve developed with my WorldTeach cohorts. I feel I have made friendships that will last beyond this program. I am happy about this, and I’d say it’s probably my biggest accomplishment.  ","Before I left I was doing a lot of trail running. I had been living in a place that had really amazing running trails. I was expecting Quito to be a really amazing place to run, and it is, but you have to be able to get around the city and get out of the city. So maybe my biggest frustration has been having to rely on public transportation. Also I am not really happy with how motivated I’ve been to go running.     This could have been less frustrating if I had a better mindset about it. It really isn’t that frustrating to be honest, but I always struggle to think of negative examples. I am about to move right next to a park so I am happy about that!",A small camping stove.,So many pairs of shoes.,People don’t seem to eat as much nut butter.,My experience exceeds my initial expectations,"I was really excited and I thought it was going to be great, but it has been even better than I thought! I am so happy to have met all these amazing peoples.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"There have been a few times when I didn’t give the most detailed information on my traveling, but I have done a lot of traveling and I think I have made travel alerts every time, at least some form of communication. So I feel pretty good about it. But I could be more detailed. I will use Devin’s suggestion of taking pictures of bus tickets in the future.",Yes,Yes,"Of course there are always risks, but I feel safe. This is partially due to the fact that I have been more lucky than others. And that I am a man of course. I can’t think of any suggestions. I think the safety orientation was really good.",Agree,Agree,Agree,Agree,I’ve had some bouts of food poisoning. I went to a really nice private clinic that Elizabeth recommended. I think the doctor’s name was Alvaro Davalos. I would definitely recommend him to future volunteers.,Agree,Agree,Agree,Agree,"I received some feedback after my first cycle that was a little more negative than I was expecting. This was something of a blow to my confidence, but I think I have been able to take it in stride and learn from it. I think can do better in my second cycle.",Agree,Agree,N/A,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,I feel well supported so I’m having a hard time thinking of suggestions here.,Agree,Agree,Agree,Agree,Agree,My family has been great!,No everything has gone really smoothly.,Marci and Henry only speak Spanish. The sons have very strong English. So it’s definitely good to have some Spanish skills.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree
5483659981,98690480,1/29/2018 12:56,1/29/2018 12:56,200.7.247.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5483659801,98690480,1/29/2018 12:54,1/29/2018 12:56,201.218.11.43,Ecuador,Yearlong,,September,2017,Name and Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5483658633,98690480,1/29/2018 12:53,1/29/2018 13:15,201.218.11.43,Ecuador,Yearlong,,September,2017,Name and Program,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Building a great teaching/ learning experience for my students at CEC. Making great professional connections. Coaching a local American Football team.,timeliness of payments.  ,"good whiteboard markers, more money, lots of sunscreen",my U.S. Cellphone,That the sun rays are extremely strong.,My experience exceeds my initial expectations,"Amazing. I have enjoyed walking everywhere, meeting new people, becoming part of my community, eating and learning to cook new food, trying fruits that I had never seen before.  I simply hope to be able to travel a bit more. ",Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,,Yes,Yes,,N/A,N/A,N/A,N/A,,Agree,Agree,Agree,Agree,,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,"more casual evaluation, non-formal types where there the goal is not to evaluate a volunteer but rather present feedback and give best practices",Agree,Agree,Agree,Agree,Agree,Margarita is AMAZING !!! any volunteer(s) lucky to have her will have their experienced enhanced exponentially.,,it is important to atleast understand the language as Margarita is a spanish only speaker but loves to try and learn new words in English.,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Yes,Agree,Strongly Agree,Strongly Agree
